Name,Phase,Prerequisite,Unique,Set,Slot,Type,Speed,Low,High,Armor,Health,Mana,Strength,Agility,Stamina,Intellect,Spirit,Attack Power,Spell Damage,Spell Healing,Nature Damage,Frost Damage,Fire Damage,Phys Hit,Spell Hit,Phys Crit,Spell Crit,Dagger Skill,Mace Skill,Axe Skill,Two-hand Mace Skill,Two-hand Axe Skill,Staff Skill,Melee Haste,Spell Haste,Mp5,Hp5,Spell Pen,Defense,Dodge,Parry,Block,Block Value,Arcane Resistance,Fire Resistance,Nature Resistance,Frost Resistance,Shadow Resistance
Bard's Belt of Intellect,,,,,6,,,,,39,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Bear,,,,,6,,,,,39,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Boar,,,,,6,,,,,39,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Eagle,,,,,6,,,,,39,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Falcon,,,,,6,,,,,39,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Monkey,,,,,6,,,,,39,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Owl,,,,,6,,,,,39,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Tiger,,,,,6,,,,,39,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Whale,,,,,6,,,,,39,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Wolf,,,,,6,,,,,39,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of Agility,,,,,8,,,,,49,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of Nature's Wrath,,,,,8,,,,,49,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of Power,,,,,8,,,,,49,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of Spirit,,,,,8,,,,,49,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of Stamina,,,,,8,,,,,49,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of the Eagle,,,,,8,,,,,49,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of the Falcon,,,,,8,,,,,49,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of the Gorilla,,,,,8,,,,,49,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of the Monkey,,,,,8,,,,,49,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of the Owl,,,,,8,,,,,49,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of the Whale,,,,,8,,,,,49,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Boots of the Wolf,,,,,8,,,,,49,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of Agility,,,,,9,,,,,30,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of Arcane Wrath,,,,,9,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of Healing,,,,,9,,,,,30,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of Intellect,,,,,9,,,,,30,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of Nature's Wrath,,,,,9,,,,,30,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of Power,,,,,9,,,,,30,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of Spirit,,,,,9,,,,,30,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of Stamina,,,,,9,,,,,30,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of the Eagle,,,,,9,,,,,30,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of the Falcon,,,,,9,,,,,30,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of the Monkey,,,,,9,,,,,30,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of the Owl,,,,,9,,,,,30,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of the Whale,,,,,9,,,,,30,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Bracers of the Wolf,,,,,9,,,,,30,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Buckler of Agility,,,,,14,,,,,345,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Bard's Buckler of Blocking,,,,,14,,,,,345,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Bard's Buckler of Defense,,,,,14,,,,,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Bard's Buckler of Stamina,,,,,14,,,,,345,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Bard's Buckler of Strength,,,,,14,,,,,345,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Bard's Buckler of the Bear,,,,,14,,,,,345,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Bard's Buckler of the Boar,,,,,14,,,,,345,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Bard's Buckler of the Gorilla,,,,,14,,,,,345,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Bard's Buckler of the Monkey,,,,,14,,,,,345,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Bard's Buckler of the Tiger,,,,,14,,,,,345,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
Bard's Gloves of Arcane Wrath,,,,,10,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of Defense,,,,,10,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of Healing,,,,,10,,,,,45,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of Spirit,,,,,10,,,,,45,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of the Bear,,,,,10,,,,,45,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of the Eagle,,,,,10,,,,,45,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of the Falcon,,,,,10,,,,,45,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of the Gorilla,,,,,10,,,,,45,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of the Monkey,,,,,10,,,,,45,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of the Owl,,,,,10,,,,,45,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of the Tiger,,,,,10,,,,,45,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of the Whale,,,,,10,,,,,45,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Gloves of the Wolf,,,,,10,,,,,45,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of Agility,,,,,7,,,,,65,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of Arcane Wrath,,,,,7,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of Healing,,,,,7,,,,,65,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of Power,,,,,7,,,,,65,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of Spirit,,,,,7,,,,,65,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of the Bear,,,,,7,,,,,65,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of the Eagle,,,,,7,,,,,65,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of the Falcon,,,,,7,,,,,65,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of the Gorilla,,,,,7,,,,,65,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of the Monkey,,,,,7,,,,,65,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of the Owl,,,,,7,,,,,65,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of the Whale,,,,,7,,,,,65,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Trousers of the Wolf,,,,,7,,,,,65,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of Agility,,,,,5,,,,,76,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of Intellect,,,,,5,,,,,76,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of Nature's Wrath,,,,,5,,,,,76,,,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of Power,,,,,5,,,,,76,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of Spirit,,,,,5,,,,,76,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of Stamina,,,,,5,,,,,76,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of the Eagle,,,,,5,,,,,76,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of the Falcon,,,,,5,,,,,76,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of the Monkey,,,,,5,,,,,76,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of the Owl,,,,,5,,,,,76,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of the Whale,,,,,5,,,,,76,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Tunic of the Wolf,,,,,5,,,,,76,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barkeeper's Cloak,,,,,16,,,,,16,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barkshell Tunic,,,,,5,,,,,86,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baron's Scepter,,,,,21,,2.4,21,40,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Hammer of Power,,,,,17,,3.1,37,57,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Hammer of Spirit,,,,,17,,3.1,37,57,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Hammer of Stamina,,,,,17,,3.1,37,57,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Hammer of Strength,,,,,17,,3.1,37,57,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Hammer of the Bear,,,,,17,,3.1,37,57,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Hammer of the Boar,,,,,17,,3.1,37,57,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Hammer of the Eagle,,,,,17,,3.1,37,57,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Hammer of the Gorilla,,,,,17,,3.1,37,57,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Hammer of the Monkey,,,,,17,,3.1,37,57,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Hammer of the Tiger,,,,,17,,3.1,37,57,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battering Hammer of the Whale,,,,,17,,3.1,37,57,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Healer's Cloak,,,1,,16,,,,,20,,,,,4,,2,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Agility,,,,,13,,1.6,15,28,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Arcane Wrath,,,,,13,,1.6,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Fiery Wrath,,,,,13,,1.6,15,28,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Frozen Wrath,,,,,13,,1.6,15,28,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Healing,,,,,13,,1.6,15,28,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Nature's Wrath,,,,,13,,1.6,15,28,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Power,,,,,13,,1.6,15,28,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Shadow Wrath,,,,,13,,1.6,15,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Stamina,,,,,13,,1.6,15,28,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of Strength,,,,,13,,1.6,15,28,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of the Bear,,,,,13,,1.6,15,28,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of the Monkey,,,,,13,,1.6,15,28,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Knife of the Tiger,,,,,13,,1.6,15,28,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Slayer of Agility,,,,,17,,3.3,38,58,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Slayer of Power,,,,,17,,3.3,38,58,,,,,,,,,1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Slayer of Stamina,,,,,17,,3.3,38,58,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Slayer of Strength,,,,,17,,3.3,38,58,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Slayer of the Bear,,,,,17,,3.3,38,58,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Slayer of the Boar,,,,,17,,3.3,38,58,,,,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Slayer of the Eagle,,,,,17,,3.3,38,58,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Slayer of the Monkey,,,,,17,,3.3,38,58,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Slayer of the Tiger,,,,,17,,3.3,38,58,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Slayer of the Whale,,,,,17,,3.3,38,58,,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Slayer of the Wolf,,,,,17,,3.3,38,58,,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Cloak of Defense,,,,,16,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Cloak of Healing,,,,,16,,,,,20,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Cloak of Stamina,,,,,16,,,,,20,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Cloak of Strength,,,,,16,,,,,20,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Cloak of the Bear,,,,,16,,,,,20,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Cloak of the Boar,,,,,16,,,,,20,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Cloak of the Eagle,,,,,16,,,,,20,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Cloak of the Gorilla,,,,,16,,,,,20,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Cloak of the Monkey,,,,,16,,,,,20,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Cloak of the Tiger,,,,,16,,,,,20,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Cloak of the Whale,,,,,16,,,,,20,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battleforge Shield of Agility,,,,,14,,,,,561,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Battleforge Shield of Blocking,,,,,14,,,,,561,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Battleforge Shield of Defense,,,,,14,,,,,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Battleforge Shield of Stamina,,,,,14,,,,,561,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Battleforge Shield of Strength,,,,,14,,,,,561,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Battleforge Shield of the Bear,,,,,14,,,,,561,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Battleforge Shield of the Boar,,,,,14,,,,,561,,,4,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Battleforge Shield of the Gorilla,,,,,14,,,,,561,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Battleforge Shield of the Monkey,,,,,14,,,,,561,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Battleforge Shield of the Tiger,,,,,14,,,,,561,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,
Battlesmasher of Arcane Wrath,,,,,13,,2.7,24,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Healing,,,,,13,,2.7,24,45,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Nature's Wrath,,,,,13,,2.7,24,45,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Power,,,,,13,,2.7,24,45,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Shadow Wrath,,,,,13,,2.7,24,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Stamina,,,,,13,,2.7,24,45,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of Strength,,,,,13,,2.7,24,45,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of the Bear,,,,,13,,2.7,24,45,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of the Monkey,,,,,13,,2.7,24,45,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlesmasher of the Tiger,,,,,13,,2.7,24,45,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Britches,,,,,7,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of Arcane Wrath,,,,,23,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of Fiery Wrath,,,,,23,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of Frozen Wrath,,,,,23,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of Healing,,,,,23,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of Intellect,,,,,23,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of Shadow Wrath,,,,,23,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of Spirit,,,,,23,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of the Eagle,,,,,23,,2,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of the Falcon,,,,,23,,2,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of the Owl,,,,,23,,2,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of the Whale,,,,,23,,2,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Orb of the Wolf,,,,,23,,2,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Robe,,,,,20,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beaded Wraps,,,,,5,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear Bracers,,,,,9,,,,,37,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bear Buckler,,,,,14,,,,,461,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
Bearded Boneaxe,,,,,21,,1.9,25,47,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beastmaster's Girdle,,,,,6,,,,,51,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beazel's Basher,,,,,21,,2.5,32,60,,,,6,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belt of Arugal,,,,,6,,,,,26,,,,2,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belt of the Fang,,,,,6,,,,,45,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Bronze Knife,,,,,13,,1.9,13,25,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binding Girdle,,,,,6,,,,,39,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bindings of Serra'kis,,,,,9,,,,,75,,,6,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood Maul of Power,,,,,17,,3.3,26,40,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood Maul of Spirit,,,,,17,,3.3,26,40,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood Maul of Stamina,,,,,17,,3.3,26,40,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood Maul of Strength,,,,,17,,3.3,26,40,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood Maul of the Bear,,,,,17,,3.3,26,40,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood Maul of the Boar,,,,,17,,3.3,26,40,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood Maul of the Eagle,,,,,17,,3.3,26,40,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood Maul of the Gorilla,,,,,17,,3.3,26,40,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood Maul of the Monkey,,,,,17,,3.3,26,40,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood Maul of the Tiger,,,,,17,,3.3,26,40,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birchwood Maul of the Whale,,,,,17,,3.3,26,40,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bite of Serra'kis,,,,,13,,1.3,16,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Boiled Leathers,,,,,5,,,,,103,,,,9,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Fingerless Gloves,,,,,10,,,,,31,,,,,6,9,4,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Husk Shield,,,,,14,,,,,478,,,,,3,,4,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
Black Malice,,,,,17,,3.3,48,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Metal Axe,,,,,21,,2.1,18,34,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Metal War Axe,,,,,17,,2.9,44,66,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Murloc Egg,,,1,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Pearl Ring,,,1,,11,,,,,,,,,,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Shroud Choker,,,,,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Black Velvet Robes,,,,,20,,,,,44,,,,,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Whelp Cloak,,,,,16,,,,,17,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Whelp Tunic,,,,,5,,,,,78,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Widow Band,,,1,,11,,,,,,,,,,-5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Wolf Bracers,,,,,9,,,,,38,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackened Defias Armor,,,,,5,,,,,92,,,4,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackened Defias Belt,,,,,6,,,,,45,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
