Name,Phase,Prerequisite,Unique,Set,Slot,Type,Speed,Low,High,Armor,Health,Mana,Strength,Agility,Stamina,Intellect,Spirit,Attack Power,Spell Damage,Spell Healing,Nature Damage,Frost Damage,Fire Damage,Phys Hit,Spell Hit,Phys Crit,Spell Crit,Dagger Skill,Mace Skill,Axe Skill,Two-hand Mace Skill,Two-hand Axe Skill,Staff Skill,Melee Haste,Spell Haste,Mp5,Hp5,Spell Pen,Defense,Dodge,Parry,Block,Block Value,Arcane Resistance,Fire Resistance,Nature Resistance,Frost Resistance,Shadow Resistance
Embossed Leather Vest,25,,,,Chest,,,,,62,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of Agility,25,,,,Chest,,,,,81,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of Intellect,25,,,,Chest,,,,,81,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of Nature's Wrath,25,,,,Chest,,,,,81,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of Power,25,,,,Chest,,,,,81,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of Spirit,25,,,,Chest,,,,,81,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of Stamina,25,,,,Chest,,,,,81,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of the Eagle,25,,,,Chest,,,,,81,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of the Falcon,25,,,,Chest,,,,,81,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of the Monkey,25,,,,Chest,,,,,81,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of the Owl,25,,,,Chest,,,,,81,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of the Whale,25,,,,Chest,,,,,81,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feral Harness of the Wolf,25,,,,Chest,,,,,81,,,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fine Leather Tunic,25,,,,Chest,,,,,73,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foreman Vest,25,,,,Chest,,,,,21,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forest Leather Chestpiece,25,,,,Chest,,,,,87,,,,,4,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gloomshroud Armor,25,,,,Chest,,,,,94,,,5,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnoll War Harness,25,,,,Chest,,,,,70,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenweave Vest,25,,,,Chest,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of Agility,25,,,,Chest,,,,,71,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of Intellect,25,,,,Chest,,,,,71,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of Nature's Wrath,25,,,,Chest,,,,,71,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of Power,25,,,,Chest,,,,,71,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of Spirit,25,,,,Chest,,,,,71,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of Stamina,25,,,,Chest,,,,,71,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Eagle,25,,,,Chest,,,,,71,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Falcon,25,,,,Chest,,,,,71,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Monkey,25,,,,Chest,,,,,71,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Owl,25,,,,Chest,,,,,71,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Whale,25,,,,Chest,,,,,71,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grizzly Jerkin of the Wolf,25,,,,Chest,,,,,71,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grunt Vest,25,,,,Chest,,,,,36,,,5,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of Agility,25,,,,Chest,,,,,70,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of Intellect,25,,,,Chest,,,,,70,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of Nature's Wrath,25,,,,Chest,,,,,70,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of Power,25,,,,Chest,,,,,70,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of Spirit,25,,,,Chest,,,,,70,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of Stamina,25,,,,Chest,,,,,70,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of the Eagle,25,,,,Chest,,,,,70,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of the Falcon,25,,,,Chest,,,,,70,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of the Monkey,25,,,,Chest,,,,,70,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of the Owl,25,,,,Chest,,,,,70,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of the Whale,25,,,,Chest,,,,,70,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gypsy Tunic of the Wolf,25,,,,Chest,,,,,70,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hard Crawler Carapace,25,,,,Chest,,,,,65,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hillman's Leather Vest,25,,,,Chest,,,,,78,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hunting Tunic,25,,,,Chest,,,,,73,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hydra Hide Cuirass,25,,,,Chest,,,,,168,,,6,,12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inscribed Leather Breastplate,25,,,,Chest,,,,,79,,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivycloth Tunic,25,,,,Chest,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journeyman's Vest,25,,,,Chest,,,,,21,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lionfur Armor,25,,,,Chest,,,,,55,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loch Croc Hide Vest,25,,,,Chest,,,,,81,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Agility,25,,,,Chest,,,,,78,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Intellect,25,,,,Chest,,,,,78,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Nature's Wrath,25,,,,Chest,,,,,78,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Power,25,,,,Chest,,,,,78,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Spirit,25,,,,Chest,,,,,78,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of Stamina,25,,,,Chest,,,,,78,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Eagle,25,,,,Chest,,,,,78,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Falcon,25,,,,Chest,,,,,78,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Monkey,25,,,,Chest,,,,,78,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Owl,25,,,,Chest,,,,,78,,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Whale,25,,,,Chest,,,,,78,,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lupine Vest of the Wolf,25,,,,Chest,,,,,78,,,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonglow Vest,25,,,,Chest,,,,,74,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murloc Scale Breastplate,25,,,,Chest,,,,,76,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic's Wrap,25,,,,Chest,,,,,37,,,,3,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native Vest,25,,,,Chest,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nightwalker Armor,25,,,,Chest,,,,,43,,,9,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagan Vest,25,,,,Chest,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panther Armor,25,,,,Chest,,,,,89,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Agility,25,,,,Chest,,,,,65,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Intellect,25,,,,Chest,,,,,65,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Nature's Wrath,25,,,,Chest,,,,,65,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Power,25,,,,Chest,,,,,65,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Spirit,25,,,,Chest,,,,,65,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of Stamina,25,,,,Chest,,,,,65,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Eagle,25,,,,Chest,,,,,65,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Falcon,25,,,,Chest,,,,,65,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Monkey,25,,,,Chest,,,,,65,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Owl,25,,,,Chest,,,,,65,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Whale,25,,,,Chest,,,,,65,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Tunic of the Wolf,25,,,,Chest,,,,,65,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Agility,25,,,,Chest,,,,,58,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Intellect,25,,,,Chest,,,,,58,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Nature's Wrath,25,,,,Chest,,,,,58,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Power,25,,,,Chest,,,,,58,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Spirit,25,,,,Chest,,,,,58,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of Stamina,25,,,,Chest,,,,,58,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Eagle,25,,,,Chest,,,,,58,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Falcon,25,,,,Chest,,,,,58,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Monkey,25,,,,Chest,,,,,58,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Owl,25,,,,Chest,,,,,58,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Whale,25,,,,Chest,,,,,58,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primal Wraps of the Wolf,25,,,,Chest,,,,,58,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prospector's Chestpiece,25,,,,Chest,,,,,82,,,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Linen Vest,25,,,,Chest,,,,,23,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of Agility,25,,,,Chest,,,,,87,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of Intellect,25,,,,Chest,,,,,87,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of Nature's Wrath,25,,,,Chest,,,,,87,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of Power,25,,,,Chest,,,,,87,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of Spirit,25,,,,Chest,,,,,87,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of Stamina,25,,,,Chest,,,,,87,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of the Eagle,25,,,,Chest,,,,,87,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of the Falcon,25,,,,Chest,,,,,87,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of the Monkey,25,,,,Chest,,,,,87,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of the Owl,25,,,,Chest,,,,,87,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of the Whale,25,,,,Chest,,,,,87,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rigid Tunic of the Wolf,25,,,,Chest,,,,,87,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ritual Tunic,25,,,,Chest,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverpaw Leather Vest,25,,,,Chest,,,,,65,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanguine Armor,25,,,,Chest,,,,,41,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of Agility,25,,,,Chest,,,,,86,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of Intellect,25,,,,Chest,,,,,86,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of Nature's Wrath,25,,,,Chest,,,,,86,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of Power,25,,,,Chest,,,,,86,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of Spirit,25,,,,Chest,,,,,86,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of Stamina,25,,,,Chest,,,,,86,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of the Eagle,25,,,,Chest,,,,,86,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of the Falcon,25,,,,Chest,,,,,86,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of the Monkey,25,,,,Chest,,,,,86,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of the Owl,25,,,,Chest,,,,,86,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of the Whale,25,,,,Chest,,,,,86,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scouting Tunic of the Wolf,25,,,,Chest,,,,,86,,,,6,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seer's Padded Armor,25,,,,Chest,,,,,35,,,,,3,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shimmering Armor,25,,,,Chest,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simple Blouse,25,,,,Chest,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleek Feathered Tunic,25,,,,Chest,,,,,55,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spellbinder Vest,25,,,,Chest,,,,,30,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spore-covered Tunic,25,,,,Chest,,,,,70,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starsight Tunic,25,,,,Chest,,,,,89,,,,,4,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of Agility,25,,,,Chest,,,,,90,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of Intellect,25,,,,Chest,,,,,90,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of Nature's Wrath,25,,,,Chest,,,,,90,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of Power,25,,,,Chest,,,,,90,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of Spirit,25,,,,Chest,,,,,90,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of Stamina,25,,,,Chest,,,,,90,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of the Eagle,25,,,,Chest,,,,,90,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of the Falcon,25,,,,Chest,,,,,90,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of the Monkey,25,,,,Chest,,,,,90,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of the Owl,25,,,,Chest,,,,,90,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of the Whale,25,,,,Chest,,,,,90,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Superior Tunic of the Wolf,25,,,,Chest,,,,,90,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tree Bark Jacket,25,,,,Chest,,,,,42,,,,,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribal Vest,25,,,,Chest,,,,,65,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twilight Elementalist's Robe,25,,,,Chest,,,,,103,,,,,10,10,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twilight Slayer's Tunic,25,,,,Chest,,,,,103,,,,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watcher's Jerkin,25,,,,Chest,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whispering Vest,25,,,,Chest,,,,,34,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willow Vest,25,,,,Chest,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of Agility,25,,,,Chest,,,,,92,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of Intellect,25,,,,Chest,,,,,92,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of Nature's Wrath,25,,,,Chest,,,,,92,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of Power,25,,,,Chest,,,,,92,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of Spirit,25,,,,Chest,,,,,92,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of Stamina,25,,,,Chest,,,,,92,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of the Eagle,25,,,,Chest,,,,,92,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of the Falcon,25,,,,Chest,,,,,92,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of the Monkey,25,,,,Chest,,,,,92,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of the Owl,25,,,,Chest,,,,,92,,,,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of the Whale,25,,,,Chest,,,,,92,,,,,7,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wrangler's Wraps of the Wolf,25,,,,Chest,,,,,92,,,,7,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aboriginal Sash,25,,,,Waist,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ancient Moss Cinch,25,,,,Waist,,,,,61,,,,,6,9,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Azure Sash,25,,,,Waist,,,,,52,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of Arcane Wrath,25,,,,Waist,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of Defense,25,,,,Waist,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of Healing,25,,,,Waist,,,,,43,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of Intellect,25,,,,Waist,,,,,43,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of the Bear,25,,,,Waist,,,,,43,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of the Boar,25,,,,Waist,,,,,43,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of the Eagle,25,,,,Waist,,,,,43,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of the Falcon,25,,,,Waist,,,,,43,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of the Monkey,25,,,,Waist,,,,,43,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of the Owl,25,,,,Waist,,,,,43,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of the Tiger,25,,,,Waist,,,,,43,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of the Whale,25,,,,Waist,,,,,43,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bandit Cinch of the Wolf,25,,,,Waist,,,,,43,,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of Arcane Wrath,25,,,,Waist,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of Defense,25,,,,Waist,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of Healing,25,,,,Waist,,,,,39,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of Intellect,25,,,,Waist,,,,,39,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Bear,25,,,,Waist,,,,,39,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Boar,25,,,,Waist,,,,,39,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Eagle,25,,,,Waist,,,,,39,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Falcon,25,,,,Waist,,,,,39,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Monkey,25,,,,Waist,,,,,39,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Owl,25,,,,Waist,,,,,39,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Tiger,25,,,,Waist,,,,,39,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Whale,25,,,,Waist,,,,,39,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bard's Belt of the Wolf,25,,,,Waist,,,,,39,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beastmaster's Girdle,25,,,,Waist,,,,,51,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belt of Arugal,25,,,,Waist,,,,,26,,,,2,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belt of the Fang,25,,,,Waist,,,,,45,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binding Girdle,25,,,,Waist,,,,,39,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackened Defias Belt,25,,,,Waist,,,,,45,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bright Belt,25,,,,Waist,,,,,21,,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brimstone Belt,25,,,,Waist,,,,,21,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bristlebark Belt,25,,,,Waist,,,,,46,,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneer's Cord,25,,,,Waist,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Captain Sander's Sash,25,,,,Waist,,,,,16,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
